#iID	s3DModel	sMaxImage	sAllImage	sMemberImage	sSmallImage	iFriendly	sNpcName	sIntroduction	iGenderType	iMartialType	sTitle	后日谈ID
210096	HZ_people09	B200024	200024	M200024	S200024	0	神秘女子	酆都的斥候，隐身于台面之下，负责刺探与情报搜集。擅使迷魂术，配合其美色时常可以套出一些极其隐密的情报。	0	40	忘魂汤	0
210097	HZ_people09	0	0	0	0	0	刘叔	方云华事件，龙井村	1	0	0	0
210098	HZ_people09	0	505008	0	0	0	张月轩	谷月轩假天师	1	0	0	0
210099	HZ_people09	0	100228	0	0	0	老鸨	老鸨	1	0	0	0
210100	SL_Pupil	0	0	0	0	0	觉识	白马寺僧人	1	0	0	0
210101	SL_Pupil	0	0	0	0	0	觉行	白马寺僧人	1	0	0	0
210102	Etc_jpassa	B100116	100116	M100116	S100116	0	黑衣人	知名不具。	1	0	0	0
210103	Robber_Horse	B100224	100224	0	S100224	0	残兵	残存亦末路，兵败如山倒。他们各个都是穷凶极恶、死不足惜之人，你不会想知道他们做过什么事的。	1	33	兵败如山倒	0
210104	Rogue04	B360087	360087	0	S360087	0	阿萨辛	在西域大宛，只要听到「阿萨辛」三字，小孩会停止哭闹，大人也会怕得发抖。他同时被称为：「不能说出名字的那个......他」！	1	33	那个他	0
210105	Rogue01	B360085	360085	0	S360085	0	李大肚	光是确立的强奸与杀人罪行，便有七十八件。所有被害者，不分男女老幼，最后都会成为其盘中飧，邪恶的令人发指！	1	33	不食人根	0
210106	HO_soldier	B360077	360077	0	S360077	0	李武靖	原西夏总兵，于战乱时奉旨保护皇后的安全，却与皇后有私，东窗事发后，杀死一百多个捉拿他的战友并逃至恶人谷，是个杀人不手软的主。	1	33	血枪	0
210107	Rogue03	0	0	0	0	0	落难汉人	0	1	0	血枪	0
210108	Rogue03	0	0	0	0	0	西域人	0	1	0	血枪	0
210109	CROCODILE	B910004	910004	0	S910004	0	巨鳄	长吻锐齿、四肢短小、尾巴扁平有力、皮硬厚鳞。栖于热带河流沼泽，并很少离开水过远的地方。食肉为主。卵生。	1	62	史前巨鳄	0
210110	WOLF_Y_B	B910005	910005	0	S910005	0	沙狼	灰狼是体型瘦长，有力的动物。有大而深的肋骨架、倾斜的背、腹部内缩、颈部肌肉有力。	1	62	大漠之狼	0
210111	WOLF_Y_B	0	0	0	0	0	恶人谷居民	0	1	0	大漠之狼	0
210112	WOLF_Y_B	0	100097	0	0	0	薛鬼医	0	1	0	大漠之狼	0
210113	WOLF_Y_B	0	100417	0	0	0	叶三娘	0	0	0	大漠之狼	0
210114	WOLF_Y_B	0	0	0	0	0	南海鳄鱼王	0	1	0	大漠之狼	0
210115	WOLF_Y_B	0	0	0	0	0	叶三娘(?)	0	0	0	大漠之狼	0
210116	BEAR	B910002	910002	0	S910002	0	巨熊	在棕熊的背部有一块鼓起来的肌肉，当它们挖洞时，那块肌肉便给予棕熊前肢的力量。	1	62	黑熊杀士	0
210117	Pili_Pupil	B100070	100070	0	0	0	展泓	0	1	0	霹雳帮众	0
210118	etc_mupin	B200035	200035	M200035	S200035	0	神秘女子	神秘女子	0	0	孔雀圣女	0
210119	etc_mupin	0	0	0	0	0	汤木	0	1	0	传奇船匠	0
210120	Monkey	B360032	360032	0	S360032	0	泼猴	0	1	0	传奇船匠	0
210121	Etc_jpassa	B360068	360068	0	S360068	0	黑冢上忍	出自风魔一族的忍术高手，从小经过抹杀人性、只懂对主公忠诚的残忍训练，隶属于黑冢罗王。	1	34	风魔一族	0
210122	Monkey	B100079	100079	0	S100079	0	武装渔民	0	1	0	武装渔民	0
210123	East_king	0	100247	0	0	0	诚王	0	1	0	0	0
210124	East_king	0	0	0	0	0	冷骅	0	1	0	0	0
210125	Menpai_pupil	B200018	200018	M200018	S200018	0	上官雁	诚王的部属，忠心不二。	1	0	诚王部属	0
210126	East_king	0	360088	0	0	0	溥云	0	1	0	0	0
210127	East_king	0	0	0	0	0	少女	0	0	0	0	0
210128	East_king	0	0	0	0	0	程青	0	0	0	0	0
210129	East_king	0	0	0	0	0	青楼女子	0	0	0	0	0
210130	East_king	0	0	0	0	0	龟公	0	1	0	0	0
210131	East_king	0	100228	0	0	0	老鸨	0	0	0	0	0
210132	East_king	0	0	0	0	0	嫖客	0	0	0	0	0
210133	East_king	0	0	0	0	0	色瞇瞇老头	0	1	0	0	0
210134	East_king	0	0	0	0	0	小厮	0	1	0	0	0
210135	East_king	0	0	0	0	0	杭州居民	0	1	0	0	0
210136	East_king	0	0	0	0	0	牛小二	0	1	0	0	0
210137	East_king	0	0	0	0	0	牛嫂	0	0	0	0	0
210138	East_king	0	0	0	0	0	泼皮	0	1	0	0	0
210139	East_king	0	0	0	0	0	老钓叟	0	1	0	0	0
210140	East_king	0	0	0	0	0	乞丐	0	1	0	0	0
210141	East_king	0	0	0	0	0	秋生	0	1	0	0	0
210142	East_king	0	0	0	0	0	王猎户	0	1	0	0	0
210143	East_king	0	0	0	0	0	商贩	0	1	0	0	0
210144	East_king	0	0	0	0	0	抬轿人	0	1	0	0	0
210145	East_king	0	0	0	0	0	官差	0	1	0	0	0
210146	East_king	0	0	0	0	0	林翎戚	0	1	0	0	0
210147	East_king	0	0	0	0	0	大仁	0	1	0	0	0
210148	East_king	0	0	0	0	0	小孩	0	1	0	0	0
210149	East_king	0	100417	0	0	0	翠羽	0	0	0	0	0
210150	Ghost_pupil	B200028	200028	M200028	S200028	0	钟沂	酆都「罗煞分舵」副堂主。负责分舵在杭州一带三成生意的帐，顺便干干围事，是个欺善怕恶的主。	1	40	罗煞分舵	0
210151	Rogue02	B360086	360086	M360086	S360086	0	青楼围事	在杭州妓院担任围事的无赖青年，偶尔也会帮忙老鸨「验货」，或代为管教不听话的姑娘。	1	0	不良青年	0
210152	East_king	0	0	0	0	0	汤寡妇	0	0	0	不良青年	0
210153	Etc_jpassa	B360068	360068	0	S360068	0	前沐王死士	原本是沐王沐烨手下的死士，但自从他发现自己的亲哥哥乃是因沐王而死，一切风云变色......	1	0	风魔一族	0
210154	Robber_Heifon	B100111	100111	M100111	S100111	0	钢刀盟众	钢刀盟会众，因受到琴音影响而神智不清，进入杀红眼的状态。	1	0	钢刀盟	0
210155	Gb_pupil01	B100102	100102	0	S100102	0	钢刀盟众	钢刀盟会众，因受到琴音影响而神智不清，进入杀红眼的状态。	1	0	钢刀盟	0
210156	Biao_pupil	B100079	100079	0	S100079	0	钢刀盟众	钢刀盟会众，因受到琴音影响而神智不清，进入杀红眼的状态。	1	0	钢刀盟	0
210157	BG_pupil	B100090	100090	0	S100090	0	钢刀盟众	钢刀盟会众，因受到琴音影响而神智不清，进入杀红眼的状态。	1	0	钢刀盟	0
210158	killer_oyang	B200009	200009	M200009	S200009	0	幽谷客	自称幽谷客的神秘男子，除此之外，一切都是团谜。	1	0	幽谷客	0
210159	Menpai_xiaofu	B200020	200020	M200020	S200020	1	入魔的萧复	因弹奏移弦夺魄，连自身意志也被魔音侵蚀、失去了自我的萧复。	1	30	七绝剑侠	0
210160	Lier_zhao	B100055	100055	M100055	S100055	1	纺纱女	小名紫衣，外表清纯美丽，看似柔弱婉约，其实是诈骗集团中人。因自幼长于满是骗徒的奸狡环境中，而养成多疑，敏感，善于伪装的性格。倾慕强大的男性，对于信任的人也会以真心相待。	0	0	江湖游侠	0
210161	Rogue01	B360085	360085	0	S360085	0	胡非	地方的游手好闲无赖，成日只会聚众闹事，不晓得在干些甚么勾当。据可靠消息，最近似乎与一名苗女打得火热。	1	0	不良青年	0
210162	Rogue02	B360086	360086	0	S360086	0	苗奉先	原本与地方无赖胡非是死对头，是城北胡同的老大，两人不打不相识，决定一起欺负别人。据说他先祖是闯王护卫，可惜之后家道中落，人品也跟着坏了。	1	0	不良青年	0
210163	TL_guard05	B210163	210163	M210163	S210163	0	酆都厉鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众	0
210164	TL_guard06	B210164	210164	M210164	S210164	0	酆都伥鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众	0
210165	TL_guard04	B210165	210165	M210165	S210165	0	酆都绝鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众	0
210166	killer_ghost	B200012	200012	M200012	S200012	0	酆都艳鬼	酆都中唯一的女性部队，原本隶属孟婆麾下，但孟婆下落不明后，便被调派到各处分舵支持。每一个都是疯女人。	1	40	酆都鬼众	0
210167	ETC_salamande	B910001	910001	0	S910001	0	紫罗蛊蛇	追随赤蛛蛊王的蛇群，有如众星拱月。	1	44	五步蛇	0
210168	ETC_salamande02	B910001	910001	0	S910001	0	赤蛛蛊王	此蛇带有剧毒，身上的赤蛛虫虽然不具毒性，但会寄身在被咬过的伤口中，让毒性加剧。	1	44	五步蛇	0
210169	ETC_salamande02	0	0	0	0	0	成都居民	0	1	0	0	0
210170	ETC_salamande02	0	0	0	0	0	排队民众	0	1	0	0	0
210171	ETC_salamande02	0	0	0	0	0	笨拙的伙计	0	1	0	0	0
210172	CD_nian	0	0	0	0	0	年老	0	1	0	0	0
210173	CD_fulon	0	100205	0	0	0	年芙蓉	0	0	0	0	0
210174	East_king	0	0	0	0	0	三姑	0	0	0	0	0
210175	East_king	0	0	0	0	0	六婆	0	0	0	0	0
210176	East_king	0	0	0	0	0	刘韶华	0	1	0	0	0
210177	LY_doubt03	B210177	210177	0	S210177	0	洪京保	洪家铁线拳掌门人。洪家身为川蜀四大家之一，门徒满天下，而洪家铁线拳跟太祖长拳、通臂拳为同样普及的武功，可惜真正的高手没有几个。	1	0	鹧鸪菜　	0
210178	HZ_people12	B210178	210178	0	S210178	0	陈龙	从蛇的动态中，悟出蛇形刁手的奇才。那一年，他才十八岁，便自开宗立派，成为川蜀著名的武人之一。	1	0	蛇形刁手	0
210179	Heluo_Jun	B210179	210179	0	S210179	0	李莲杰	李家无影脚传人，早年曾在少林寺学艺，后来回到家中继承家业，腿法很是凌厉。	1	0	功夫之王	0
210180	Ghost_pupil	B200028	200028	M200028	S200028	0	酆都鬼众	令江湖中人闻风丧胆的酆都「鬼众」。当然，他们都是活生生的人，但他们很乐意把反抗者变成真正的鬼。	1	40	酆都鬼众	0
210181	killer_corpse2	B200006	200006	M200006	S200006	0	傀尸门毒人	傀尸的弟子，将自己打扮成殭尸的模样，并催眠自己成为嗜血的活尸。由于时常接触尸毒，俨然可说是一名毒人。	1	63	我尸故我在	0
210182	killer_corpse3	B200007	200007	M200007	S200007	0	傀尸门毒人	傀尸的弟子，将自己打扮成殭尸的模样，并催眠自己成为嗜血的活尸。由于时常接触尸毒，俨然可说是一名毒人。	1	63	我尸故我在	0
210183	killer_corpse4	B200008	200008	M200008	S200008	0	傀尸门毒人	傀尸的弟子，将自己打扮成殭尸的模样，并催眠自己成为嗜血的活尸。由于时常接触尸毒，俨然可说是一名毒人。	1	63	我尸故我在	0
210184	SL_pupil	0	0	0	0	0	和尚	0	1	0	0	0
210185	SL_pupil	0	0	0	0	0	参拜信众	0	1	0	0	0
220000	Player_young	B900002	900002	M900002	S900002	0	东方未明	立志成为要超越小虾米的大英雄，逍遥谷第四代弟子，体内潜藏着无限的可能性。	1	0	武林盟主	0
220001	Xyg_yXuan	0	220001	0	0	1	谷月轩	逍遥谷第四代大弟子，内力修为精纯，无瑕子多传其拳掌功夫。为人端方斯文，一身正气。平日行走江湖，维护正义，故人称逍遥拳不平，是最新一届少年英雄会武状元。	1	2	逍遥拳不平	0
300001	TL_pupilxl	B100130	100130	M100130	S100130	0	天龙菁英	天龙教中的菁英，你不会想得罪他的。	1	1	天龙菁英	0
300002	Gb_pupil01	0	0	0	0	0	边山	丐帮八袋以下的帮众	1	0	丐帮帮众	0
300003	Gb_pupil01	0	0	0	0	0	刘六	丐帮八袋以下的帮众	1	0	丐帮帮众	0
990023	Guanfu_leaf	B990023	990023	M990023	S990023	0	叶孤	朝鲜四大高手，剑法冠绝朝鲜国，个性自傲，一直想与尹世允分个高下。	1	0	朝鲜神剑	0
990024	Guanfu_flower	B990024	990024	M990024	S990024	0	花玖瑟	朝鲜四大高手，生来便目不识物，但凭着超乎常人的触觉与嗅觉而练就绝世武功。	1	0	花间诗人	0
990025	Guanfu_bird	B990025	990025	M990025	S990025	0	金熙凤	朝鲜四大高手，自称风流而不下流，有着足以倾倒天下美女的容颜。擅长指功，可以肉指抵抗刀剑。	1	0	神来一指	0
990026	Guanfu_snow	B990026	990026	M990026	S990026	0	尹世允	朝鲜四大高手，刀后尹嫫欣之子。命犯天煞孤星，早已下定决心此生只与魔刀为伴。	1	0	天煞孤星	0
990027	Guanfu_noface	B990027	990027	M990027	S990027	0	玄漓公	练就天残神功的奇人，自幼就被送入宫中。精于易容，老谋深算，在天意城的杀手代称是：「缺」。	1	11	西厂统领	0
990028	Guanfu_buddha	B990028	990028	M990028	S990028	0	阳第上人	当今朝廷的国师，武功集西域与天竺、以及中土少林寺之长，实力犹胜少林方丈。	1	11	大明国师	0
990029	TL_tlpupil2	B990029	990029	M990029	S990029	0	南天槐	天王旧部，是教众当中的统领与队长。	1	1	天龙队长	0
990030	Pili_master	B990030	990030	M990030	S990030	0	秦斯龙	霹雳帮主，秦红殇的父亲。	1	7	霹雳兵燹	0
990031	etc_princess	B990031	990031	M990031	S990031	0	薇霓公主	西域花国的公主，真相不明。	0	0	花国公主	0
500001	HZ_people10	0	0	0	0	0	卢大娘	卢大娘	0	0	江湖游侠	0
500002	HZ_child02	0	0	0	0	0	卢小小	卢小小	1	0	江湖游侠	0
500003	LY_people12	0	0	0	0	0	娇娘	娇娘	0	0	江湖游侠	0
500004	HZ_people09	0	0	0	0	0	孙大娘	孙大娘	0	0	江湖游侠	0
500005	LY_soldier3	B990035	990035	0	S990035	0	张虎	洛阳城卫兵，心中怀着英雄梦，一心想要调任捕快，以捉尽江洋大盗、通缉要犯为己任。	1	11	毛贼克星	0
500006	LY_soldier3	B360078	360078	0	S360078	0	赵龙	洛阳城卫兵，有点懒散，老爱在当班的时候打嗑睡。虽然领头的总兵也知道赵龙爱偷懒，但总兵不说。	1	11	洛阳卫兵	0
500007	LY_people05	0	0	0	0	0	孙大叔	挑夫	1	0	江湖游侠	0
500008	LY_people09	0	0	0	0	0	阿吉	挑夫	1	0	江湖游侠	0
500009	LY_child02	0	0	0	0	0	惜缘	惜缘	0	0	江湖游侠	0
500010	LY_child03	0	0	0	0	0	娟娟	娟娟	0	0	江湖游侠	0
500011	LY_child04	0	0	0	0	0	阿顺	阿顺	1	0	江湖游侠	0
500012	LY_fisherman	0	0	0	0	0	蒋老翁	蒋老翁	1	0	江湖游侠	0
500014	LY_whitemother	0	0	0	0	0	春三娘	0	0	0	江湖游侠	0
500015	LY_fishergirl	0	0	0	0	0	白晶	白晶	1	0	江湖游侠	0
500016	Rogue02	B360086	360086	0	S360086	0	菜篮大盗	穷凶极恶的大盗，专挑落单的买菜大婶下手抢夺菜篮，出手之快，下手之狠，简直泯灭人性。而受害者菜篮遭抢，往往全家都得饿一天肚子，令人不忍卒睹。	1	0	无赖	0
500017	HZ_destiny	0	0	0	0	0	叶半仙	算命仙	1	0	江湖游侠	0
500018	HZ_maiyao	0	0	0	0	0	余奶奶	咸鱼奶奶	0	0	江湖游侠	0
500019	Biao_pupil	B100079	100079	0	0	0	长虹趟子手	长虹镖局的趟子手	1	0	长虹趟子手	0
500020	Sword_pupil	B100073	100073	M100073	S100073	0	天剑小师弟	天剑门中年纪最小，武艺最差的小师弟。因为剑法实在太差，所以没有师兄弟愿意陪他练剑，令小师弟在天剑门中孤单寂寞觉得冷。	1	12	天剑门人	0
500021	LY_ironman	0	0	0	0	0	铁老三	胸口碎大石	1	0	胸口碎大石	0
500022	LY_doubt03	0	0	0	0	0	余翔拳	胸口碎大石	1	0	胸口碎大石	0
500023	LY_meatseller	B500023	500023	0	S500023	0	快刀小孟	洛阳河洛客栈的厨师，老杜的徒弟，天资聪颖，学艺十年便隐隐有青出于蓝之势。虽然小孟整天都待在油腻的厨房，但却出乎意料的跟迅雷女侠骆翎枫有着一段不为人知的过去。	1	0	厨师	0
500024	LY_people04	0	0	0	0	0	小胡	0	1	0	0	0
500025	HZ_people03	0	0	0	0	0	郑公	0	1	0	0	0
500026	LY_people08	0	0	0	0	0	章爸	0	1	0	0	0
500027	LY_people10	0	0	0	0	0	添哥	0	1	0	0	0
500028	LY_people06	0	0	0	0	0	马亚	0	1	0	0	0
500029	LY_people03	0	0	0	0	0	尤伯	0	1	0	0	0
500030	LY_people03	0	0	0	0	0	余爷爷	0	1	0	0	0
500031	LY_fisher	0	0	0	0	0	吴桦	0	1	0	0	0
500032	HZ_people12	0	0	0	0	0	高爷	0	1	0	0	0
500033	HZ_maiyao	0	0	0	0	0	吴大娘	0	0	0	0	0
500034	HZ_child04	0	0	0	0	0	癞痢头小吴	0	1	0	0	0
500035	HZ_people13	0	0	0	0	0	黄契	0	1	0	0	0
500036	SL_sky	B500036	500036	M500036	S500036	0	天悟禅师	莆田少林寺的方丈，佛法渊深，武学精湛，与无因方丈并称降龙、伏虎双罗汉。然而不知为何，天悟禅师总是眉头深锁，每天总有几个时辰要站在瀑布前凝神静思，也不知是因红尘往事萦绕心头，还是因内心愁苦难以自抑。	1	31	南少林方丈	0
500037	SL_Xumin	B500037	500037	M500037	S500037	0	虚明	少林寺虚字辈中武功顶尖的人物，个性深沉，心思缜密。因是带艺从师，武学知识极为广博，可惜因沉迷于练武，导致戾气过重。无因方丈循循善诱，期盼能以慈悲佛法化解虚明郁结的戾气，然而不知是佛缘浅薄，还是个性使然，十几年来始终成效有限。除了武学，似乎唯有单纯的不动能吸引虚明稍加亲近了。	1	4	少林武痴	0
500038	LY_ironman	0	0	0	0	0	铁老大	0	1	0	0	0
500039	LY_chief	0	0	0	0	0	老杜	0	1	0	0	0
500040	Guanfu_killer	B500006	500006	0	S500006	0	锦衣卫	直属皇帝的特种单位，各个武艺高强，身怀绝技，杀人不眨眼。	1	20	西厂特务	0
500041	SL_Pupil	0	0	0	0	0	南少林弟子	南少林弟子	1	31	铁罗汉	0
500042	SL_Pupil02	0	0	0	0	0	南少林弟子	南少林弟子	1	31	铁罗汉	0
500043	LY_people05	0	0	0	0	0	洪老爹	南少林卖柴人	1	0	0	0
500044	LY_people09	0	0	0	0	0	洪大郎	南少林卖柴人	1	0	0	0
500045	LY_customer02	0	0	0	0	0	阿水伯	0	1	0	0	0
500046	LY_customer01	0	0	0	0	0	老姜	0	1	0	0	0
500047	LY_fishergirl	0	0	0	0	0	李大娘	0	0	0	0	0
500048	LY_customer02	0	0	0	0	0	稽塔	0	1	0	0	0
500049	LY_customer01	0	0	0	0	0	老孙	0	1	0	0	0
500050	LY_flowwerman	0	0	0	0	0	张帆	0	1	0	0	0
500051	LY_seller	0	0	0	0	0	算酒人	0	1	0	0	0
500052	LY_customer03	0	0	0	0	0	李郎中	0	1	0	0	0
500053	DK_man01	0	0	0	0	0	杜康村长	0	1	0	0	0
500054	LY_soldier3	B990037	990037	0	0	0	马朝	0	1	0	0	0
500055	LY_Xian	0	0	0	0	0	赵娘子	0	0	0	0	0
500056	hz_child03	0	0	0	0	0	桓儿	0	1	0	0	0
500057	Rogue02	B360086	360086	0	0	0	可疑人士	0	1	0	0	0
500058	Guanfu_pupil	B100117	100117	M100117	S100117	0	尚书府守卫	就是个尽忠职守的官兵。	1	11	无名小卒	0
500059	Guanfu_pupil	B100117	100117	M100117	S100117	0	于修	尽忠职守的官兵，负责守卫尚书府地牢。	1	11	尚书府守卫	0
500060	LY_people06	0	0	0	0	0	李大郎	0	1	0	0	0
500061	LY_fisher	0	0	0	0	0	吕阿志	0	1	0	0	0
500062	LY_vseller	0	0	0	0	0	吕陈春桃	0	0	0	0	0
500063	LY_people03	0	0	0	0	0	李老农	0	1	0	0	0
500064	DK_man06	0	0	0	0	0	阿成	0	1	0	0	0
500065	DK_woman01	0	0	0	0	0	杜鹃	0	0	0	0	0
500066	LY_xian	0	0	0	0	0	招弟	0	0	0	0	0
500067	LY_people10	0	0	0	0	0	面店老板	0	1	0	0	0
500068	LY_ironman	0	0	0	0	0	柯瑞	0	1	0	0	0
500069	LY_ironman	0	0	0	0	0	汤普升	0	1	0	0	0
500070	HZ_people07	0	0	0	0	0	小狗子	0	1	0	0	0
500071	HZ_people08	0	0	0	0	0	小虎	0	1	0	0	0
500072	DK_man03	0	0	0	0	0	俗家弟子	0	1	0	0	0
500073	wolf_B_B	B910005	910005	0	S910005	0	黑狗	正所谓一黑、二黄、三花、四白，黑狗正是狗中之霸。	1	62	内有恶犬	0
500074	wolf_W_B	B910007	910007	0	S910007	0	白狗	正所谓一黑、二黄、三花、四白，白狗屈居末位。	1	62	内有恶犬	0
500075	wolf_Y_B	B910009	910009	0	S910009	0	黄狗	正所谓一黑、二黄、三花、四白，黄狗仅次于黑狗，是狗界的二把手。	1	62	内有恶犬	0
500076	LY_fisherman	0	0	0	0	0	鲤鱼王	0	1	0	0	0
500077	LZ_people02	0	0	0	0	0	矿工	0	1	0	0	0
500078	LY_worker	0	0	0	0	0	矿工工头	0	1	0	0	0
500079	DL_pupil3	B100069	100069	M100069	S100069	0	铁叉部勇士	0	1	51	蛮牛	0
500080	DL_pupil	B100068	100068	M100068	S100068	0	铁叉部女子	0	0	51	萨满	0
500081	TL_pupilxl	B100130	100130	M100130	S100130	0	天龙教练	天龙教的菁英，专门训练天龙教众的武功。	1	0	0	0
500082	LZ_people04	0	0	0	0	0	抓药妇人	0	0	0	0	0
500083	kille_die	B500083	500083	M500083	S500083	0	辟邪死士	由辟邪老人一手培养的冷血杀手，只听从辟邪老人的命令，以复仇和杀戮为己任。	1	35	群邪辟易	0
500084	killer_boss	B100422	100422	M100422	S100422	0	般若	0	1	0	0	0
500085	TS_pulgirl	B110010	110010	M110010	S110010	0	骆翎枫	一手｢迅雷剑法｣使得出神入化，因此江湖人称迅雷女侠。虽然人品武功都属第一流人物，但也不过是一位为情所困的平凡女子。	0	21	迅雷女侠	0
500086	DK_man03	0	0	0	0	0	花农	0	1	0	0	0
500087	LZ_people08	0	0	0	0	0	南瓜大婶	0	1	0	0	0
500088	LZ_hunter	0	0	0	0	0	业余猎人	0	1	0	0	0
500089	LZ_hunter	0	0	0	0	0	糖糖	0	1	0	0	0
500090	LZ_hunter	0	0	0	0	0	柏特	0	1	0	0	0
500091	LZ_hunter	0	0	0	0	0	滴卡儿	0	1	0	0	0
500092	Robber_Heifon	B100111	100111	M100111	S100111	0	袈裟窃贼	偷走红叶袈裟的盗贼，能够从南少林中偷走秘传至宝，必定不是简单角色。	1	27	盗贼	0
500093	LZ_hunter	0	0	0	0	0	职业猎人	0	1	0	0	0
500094	HZ_fish	0	0	0	0	0	猎妇	0	0	0	0	0
500095	LY_fisherman	0	0	0	0	0	鳄鱼先生	0	1	0	0	0
500096	LY_meatseller	0	0	0	0	0	崔二胯子	0	1	0	0	0
500097	LY_people07	0	0	0	0	0	云游商人	0	1	0	0	0
500098	Rogue06	0	0	0	0	0	金府保镳	0	1	0	0	0
500099	Etc_girl02	0	0	0	0	0	金小姐	0	0	0	0	0
500100	killer_ghost	B200012	200012	M200012	S200012	0	罗煞夫人	0	0	0	0	0
500101	LY_people07	0	0	0	0	0	状元郎	0	1	0	0	0
500102	Etc_jp02	B100145	100145	0	S100145	0	幸长	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	1	27	蜘蛛盗贼团	0
500103	Rogue04_02	B360087	360087	0	S360087	0	金涡	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	1	27	蜘蛛盗贼团	0
500104	HO_tourist01	B500104	500104	0	S500104	0	骆烈夫	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	1	27	蜘蛛盗贼团	0
500105	Etc_jpassa	B360068	360068	0	S360068	0	飞垣	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	0	27	蜘蛛盗贼团	0
500106	Xiuluo_03	B100133	100133	0	S100133	0	马琦	被朝廷列为最危险的通缉罪犯—｢蜘蛛盗贼团｣中的一员，出生地不详，身份及成长背景极其神秘，据说每位成员身上都有一只蜘蛛的刺青，故名蜘蛛盗贼团。	0	27	蜘蛛盗贼团	0
500107	HZ_turtle	0	0	0	0	0	老古	0	1	0	0	0
500108	Eagle	B500108	500108	0	S500108	0	鹫鹰	巨大的猛禽，喙弯曲而锐利，鹰爪具有倒钩，性凶猛。	1	62	猛禽	0
500109	HZ_umbrella	0	0	0	0	0	伊布	0	1	0	0	0
500110	HZ_people14	0	0	0	0	0	兔儿爷	0	1	0	0	0
500111	LZ_people03	0	0	0	0	0	花妈	0	1	0	0	0
500112	Xiuluo_03	B100133	100133	M100133	S100133	0	虹儿	0	1	0	0	0
500113	CROCODILE	B910004	910004	0	S910004	0	小宝	兽王庄豢养的鳄鱼，最爱吃咸鱼，一闻到咸鱼的味道就会极度兴奋。	1	62	咸鱼之鳄	0
500114	BEAR	B910002	910002	0	S910002	0	挑嘴熊	兽王庄的熊不爱吃咸鱼也不爱吃肉包子，就爱吃蜂蜜。	1	62	蜂蜜之熊	0
500115	Monkey	B360032	360032	M360032	S360032	0	猴三	森林中的马猴之王，非常具有灵性。传说曾有一名武学高人常在森林里练拳，猴三看着看着竟然将拳势套路学了起来，甚至改编而成一套厉害招式，并且传授给广大的猴子猴孙。	1	62	齐天大圣	0
500116	Xiuluo_03	B100133	100133	M100133	S100133	0	修罗宫弟子	修罗宫弟子	0	5	修罗无情	0
600001	DK_man02	0	0	0	0	0	何爷	路人	1	0	0	0
600002	LY_fisherman	0	0	0	0	0	赵老翁	赵老翁	1	0	0	0
600003	LZ_people02	0	0	0	0	0	阿平	受伤的矿工	1	0	0	0
600004	LZ_vseller	0	0	0	0	0	谢大娘	景阳岗上酒馆中打杂的大娘	0	0	0	0
600005	LZ_chief	0	0	0	0	0	阿森	谢大娘儿子的好友	1	0	0	0
600006	LZ_chief	0	0	0	0	0	阿森	谢大娘的干儿子	1	0	0	0
600007	HO_child01	0	0	0	0	0	阿丹	刘老爷子的孙子	1	0	0	0
600008	HO_child01	0	0	0	0	0	阿丹	刘老爷子的孙子	1	0	0	0
600009	LY_customer02	0	0	0	0	0	刘老爷子	风烛残年的老人	1	0	0	0
600010	LY_fishergirl	0	0	0	0	0	薛瑟瑟	阿丹的老母	0	0	0	0
600011	Gb_older	B100102	100102	M100102	S100102	0	老乞丐	杭州路边的乞丐	1	0	乞丐中的霸主	0
600012	CD_corpse	0	0	0	0	0	儒生尸体	此人已死，有事烧纸。或许可以用他来挡一挡孟婆的寒毒。	1	0	乐不尸蜀	0
600013	YYG_thin	B200040	200040	M200040	S200040	1	想象的少阁主	隐元阁少阁主，修练隐元韬晦诀大成后脱胎换骨，如今的他，已是武林通鉴武力榜榜眼，实力仅次于龙王。	1	0	隐元少阁主	0
600014	LY_child03	0	0	0	0	0	吴桐	杭州城的小朋友	1	0	0	0
600015	HZ_people09	0	0	0	0	0	吴大娘	吴桐之母	0	0	0	0
600016	LY_people06	0	0	0	0	0	吴老爹	吴桐之之父	1	0	0	0
